Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19;INGRESOS_COVID19;ALTAS_24h_COVID19
2021-02-26;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;10;0;1;0;0
2021-02-26;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;2;0;0
2021-02-27;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2978;213;1713;25;36
2021-02-27;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;623;62;412;10;14
2021-02-27;Hospitalización convencional;19;MELILLA;52;Melilla;165;18;60;3;3
2021-02-27;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;310;76;90;7;3
2021-02-27;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;153;65;50;1;1
2021-02-27;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;292;61;63;0;7
2021-02-27;U. Críticas CON respirador;14;MURCIA;30;Murcia;303;67;76;1;3
2021-02-27;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;236;62;96;2;7
2021-02-27;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;1;20;0;0
2021-02-27;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;2;0;0
2021-02-28;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3527;211;2115;17;16
2021-02-28;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;307;64;146;5;5
2021-02-28;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;67;7;7;0;0
2021-02-28;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;0;30;0;4
2021-03-01;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;8;180;1;2
2021-03-01;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;29;5;4;0;0
2021-03-01;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;40;16;7;0;1
2021-03-01;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;44;22;9;2;0
2021-03-01;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;2;17;0;0
2021-03-02;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1178;112;649;11;27
2021-03-02;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;306;60;153;6;6
2021-03-02;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1691;142;905;6;14
2021-03-02;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;5;2;0;0
2021-03-02;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;63;62;0;3
2021-03-02;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;14;23;1;0
2021-03-02;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;265;61;144;7;12
2021-03-03;Hospitalización convencional;09;CATALUÑA;25;Lleida;947;83;590;4;20
2021-03-04;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;27;14;5;1;0
2021-03-04;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;49;23;11;1;0
2021-03-04;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2021-03-05;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;990;30;504;6;6
2021-01-29;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;12;17;1;0
2021-01-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0;0;0
2021-01-29;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0;0;0
2021-01-29;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;2;9;0;0
2021-01-29;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2021-01-30;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;881;226;338;29;34
2021-01-30;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1178;288;505;37;27
2021-01-30;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2897;848;1303;132;99
2021-01-30;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3401;658;1891;85;79
2021-01-30;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4415;1758;1323;198;257
2021-01-30;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;136;94;4;8;5
2021-01-30;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;114;68;23;7;4
2021-01-30;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;273;93;33;7;2
2021-01-30;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;59;37;6;0;1
2021-01-30;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0;0;0
2021-01-31;U. Críticas CON respirador;14;MURCIA;30;Murcia;303;141;66;12;7
2021-01-31;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;11;1;1;1
2021-01-31;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;12;13;0;0
2021-01-31;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;62;2;11;1;0
2021-01-31;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2021-02-01;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;420;137;207;12;15
2021-02-01;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;170;91;8;5;9
2021-02-01;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;279;102;34;6;1
2021-02-01;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;260;132;57;4;1
2021-02-01;U. Críticas CON respirador;15;NAVARRA;31;Navarra;121;34;44;0;1
2021-02-01;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0;0;0
2021-02-01;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;286;103;109;9;12
2021-02-02;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1505;202;1030;22;35
2021-02-02;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;129;65;26;2;6
2021-02-02;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;63;25;14;0;4
2021-02-02;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;59;2;18;0;0
2021-02-03;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;1434;422;634;48;83
2021-02-03;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;12;4;4;0;0
2021-02-03;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;277;91;118;7;8
2021-02-03;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2021-02-03;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;33;14;8;0;0
2021-02-04;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;1010;135;504;5;9
2021-02-04;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;223;67;57;5;3
2021-02-04;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;112;65;14;1;1
2021-02-04;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;144;71;44;0;1
2021-02-04;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;115;60;15;4;0
2021-02-04;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;15;14;2;2
2021-02-04;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;120;5;11;2;2
2021-02-04;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2021-02-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;8;4;0;0
2021-02-05;Hospitalización convencional;03;ASTURIAS;33;Asturias;3138;539;1665;60;73
2021-02-05;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2527;83;1769;10;19
2021-02-05;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1488;121;748;13;24
2021-02-05;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1468;282;566;18;46
2021-02-05;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;89;140;10;22
2021-02-05;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;103;153;10;26
2021-02-05;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2454;364;1466;43;71
2021-02-05;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;210;120;18;9;5
2021-02-07;U. Críticas SIN respirador;13;MADRID;28;Madrid;136;0;21;0;0
2021-02-08;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3072;756;1523;80;125
2021-02-08;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4402;1193;1681;101;206
2021-02-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;40;24;3;0;1
2021-02-08;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;53;32;4;3;1
2021-02-08;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;29;2;0;1
2021-02-08;U. Críticas CON respirador;14;MURCIA;30;Murcia;303;133;62;6;5
2021-02-08;U. Críticas CON respirador;15;NAVARRA;31;Navarra;122;28;41;0;2
2021-02-08;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;240;83;79;3;11
2021-02-08;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;4;20;0;0
2021-02-08;U. Críticas SIN respirador;13;MADRID;28;Madrid;136;0;19;0;0
2021-02-08;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2021-02-09;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4385;1130;1688;116;173
2021-02-09;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;254;106;71;2;5
2021-02-09;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;40;26;3;2;0
2021-02-09;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;17;12;1;1
2021-02-09;U. Críticas CON respirador;14;MURCIA;30;Murcia;303;126;70;3;5
2021-02-09;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;83;57;8;1;3
2021-02-09;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;6;3;0;0
2021-02-09;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;9;2;1;1
2021-02-10;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1563;256;829;27;31
2021-02-10;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;881;179;395;10;27
2021-02-10;Hospitalización convencional;15;NAVARRA;31;Navarra;1811;121;1157;10;12
2021-02-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;25;17;2;1;0
2021-02-10;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;16;11;0;2
2021-02-10;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;7;1;0;2
2021-02-10;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0;0;0
2021-02-10;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;68;0;18;0;0
2021-02-11;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;1380;276;653;34;54
2021-02-11;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;1010;80;527;1;7
2021-02-11;Hospitalización convencional;12;GALICIA;36;Pontevedra;2310;216;1351;22;26
2021-02-11;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;228;62;69;3;2
2021-02-11;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;128;39;30;1;5
2021-02-12;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;128;54;38;1;0
2021-02-12;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;0;6;0;0
2021-02-12;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2021-02-13;Hospitalización convencional;02;ARAGÓN;44;Teruel;404;101;141;7;15
2021-02-13;Hospitalización convencional;03;ASTURIAS;33;Asturias;3159;513;1657;59;64
2021-02-13;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;621;89;391;10;11
2021-02-13;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2416;343;1400;44;73
2021-02-13;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;210;107;30;6;6
2021-02-13;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;112;51;23;2;2
2021-02-13;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;16;13;1;3
2021-02-13;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;78;1;30;0;0
2021-02-13;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;11;2;0;0
2021-02-14;Hospitalización convencional;12;GALICIA;15;Coruña, A;3214;371;1741;38;46
2021-02-14;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;632;96;465;6;2
2021-02-14;Hospitalización convencional;18;CEUTA;51;Ceuta;183;21;73;1;1
2021-02-14;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;282;108;51;5;4
2021-02-14;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;310;120;72;4;4
2021-02-14;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;80;33;19;0;1
2021-02-14;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;7;5;0;0
2021-02-14;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;61;20;16;0;3
2020-11-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;29;22;3;0
2020-11-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;80;22;25;0;5
2020-11-24;U. Críticas CON respirador;09;CATALUÑA;17;Girona;76;45;17;6;2
2020-11-24;U. Críticas CON respirador;13;MADRID;28;Madrid;1104;362;482;15;16
2020-11-24;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;6;0;0
2020-11-24;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-11-24;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;73;22;26;3;3
2020-11-24;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;1;7;0;0
2020-11-25;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;37;149;6;7
2020-11-25;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;29;19;3;0;0
2020-11-25;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;884;323;358;17;16
2020-11-25;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;57;1;4;1;1
2020-11-26;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;422;68;224;5;14
2020-11-26;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;743;123;476;7;17
2020-11-26;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2020-11-27;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1447;216;725;12;44
2020-11-27;Hospitalización convencional;09;CATALUÑA;08;Barcelona;17561;1745;12326;128;235
2020-11-27;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;93;416;7;9
2020-11-27;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2020-11-27;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;0;10;0;0
2020-11-27;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-11-27;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;41;24;3;0;2
2020-11-27;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-11-28;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1848;387;759;31;79
2020-11-28;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;39;11;18;0;2
2020-11-29;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;761;111;460;8;2
2020-11-29;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;59;0;16;0;0
2020-11-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;2;0;0
2020-11-29;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;3;0;0
2020-11-30;Hospitalización convencional;02;ARAGÓN;22;Huesca;593;77;279;9;10
2020-11-30;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2914;333;1661;42;45
2020-11-30;Hospitalización convencional;09;CATALUÑA;17;Girona;2132;276;1324;29;32
2020-11-30;Hospitalización convencional;12;GALICIA;27;Lugo;981;25;504;1;3
2020-11-30;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;4;0;0;0;0
2020-11-30;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;3;0;0
2020-11-30;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;5;1;0;0;3
2020-11-30;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-12-01;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2919;327;1709;41;47
2020-12-01;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;15;184;1;2
2020-12-01;Hospitalización convencional;09;CATALUÑA;25;Lleida;1031;90;706;8;15
2020-12-01;Hospitalización convencional;12;GALICIA;27;Lugo;981;22;508;3;6
2020-12-01;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;16;7;0;0
2020-12-01;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;23;75;2;0
2020-12-02;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1832;308;944;15;43
2020-12-02;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1160;183;528;26;30
2020-12-02;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3351;181;2240;18;38
2020-12-02;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4139;328;2482;41;34
2020-12-02;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;177;26;63;1;0
2020-12-02;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;16;6;0;0
2020-12-02;U. Críticas CON respirador;14;MURCIA;30;Murcia;291;70;89;8;6
2020-12-02;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;5;18;3;0
2020-12-02;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;29;0;0
2020-12-02;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0;0;0
2021-03-05;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;6;1;0;0
2021-03-06;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2579;113;1448;9;27
2021-03-06;Hospitalización convencional;01;ANDALUCÍA;18;Granada;2156;180;1017;22;36
2021-03-06;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2512;108;1729;15;12
2021-03-06;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;16;179;1;3
2021-03-06;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;44;7;5;3;0
2021-03-06;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;19;0;6;0;0
2021-03-06;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;0;0;0;0
2021-03-06;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0;0;0
2021-03-06;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0;0;0
2021-03-07;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2466;106;1716;11;3
2021-03-07;Hospitalización convencional;09;CATALUÑA;25;Lleida;942;72;605;6;0
2021-03-07;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;20;1015;4;0
2021-03-07;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;56;56;0;1
2021-03-07;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;228;53;68;3;0
2021-03-07;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;92;8;20;1;2
2021-03-07;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;3;34;0;2
2021-03-07;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;67;4;9;0;1
2021-03-07;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;1;25;1;1
2021-03-07;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2021-03-07;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;9;0;0
2021-03-08;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;43;484;1;4
2021-03-08;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2969;238;1932;25;39
2021-03-08;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;4;169;1;2
2021-03-08;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4051;124;2296;14;28
2021-03-08;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;283;103;49;0;2
2021-03-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;22;25;1;0
2021-03-08;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0;0;0
2021-03-08;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;6;0;0
2021-03-08;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0;0;0
2021-03-08;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;5;0;0
2021-03-08;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0;0;0
2021-03-09;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2466;88;1772;6;16
2021-03-09;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;53;71;2;0
2021-03-09;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;12;6;0;1
2021-03-09;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2021-03-10;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1557;84;915;10;25
2021-03-10;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;3;177;1;2
2021-03-10;Hospitalización convencional;19;MELILLA;52;Melilla;165;7;74;0;1
2021-03-10;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;97;17;24;1;1
2021-03-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;18;28;0;0
2021-03-10;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;39;16;12;1;2
2021-03-10;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0;0;0
2021-03-11;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;297;48;155;3;5
2021-03-11;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;5;3;0;0
2021-03-11;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;27;12;3;0;1
2021-03-11;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;4;22;0;0
2021-03-11;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;3;2;0;1
2021-03-11;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;36;0;3;0;0
2021-03-11;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2021-03-12;Hospitalización convencional;03;ASTURIAS;33;Asturias;3172;207;1855;23;44
2021-03-12;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2604;45;1861;6;17
2021-03-12;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;41;2;24;0;0
2021-05-25;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;6;19;0;0
2021-05-25;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;36;0;5;0;0
2021-05-26;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;753;14;604;1;1
2021-05-26;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;355;12;254;3;3
2021-05-26;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1296;30;893;1;8
2021-05-26;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5167;49;3807;7;11
2021-05-26;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;10;0;3;0;0
2021-05-26;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2021-03-12;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;4;8;0;0
2021-03-13;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2583;95;1424;14;15
2021-03-13;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;112;20;43;0;1
2021-03-13;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;4;20;0;0
2021-03-13;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;0;11;0;0
2021-03-13;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;118;3;9;1;0
2021-03-13;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;3;0;0
2021-03-13;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0;0;0
2021-03-14;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1452;66;922;9;0
2021-03-14;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2658;50;1842;5;1
2021-03-14;Hospitalización convencional;12;GALICIA;15;Coruña, A;3240;104;2161;1;11
2021-03-14;Hospitalización convencional;14;MURCIA;30;Murcia;3644;92;2293;12;8
2021-03-14;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;238;64;41;5;3
2021-03-15;Hospitalización convencional;01;ANDALUCÍA;18;Granada;2156;170;1101;17;32
2021-03-15;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3006;54;2034;4;11
2021-03-15;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;15;213;1;2
2021-03-15;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1506;82;1053;11;20
2021-03-15;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;454;63;168;2;9
2021-03-15;U. Críticas CON respirador;15;NAVARRA;31;Navarra;119;14;43;0;1
2021-03-15;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;0;8;0;0
2021-03-15;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;121;2;11;0;0
2021-03-15;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;56;8;20;0;0
2021-03-15;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;0;0;0
2021-03-15;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0;0;0
2021-03-16;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;418;19;272;3;5
2021-03-16;Hospitalización convencional;13;MADRID;28;Madrid;15982;1656;11493;180;220
2021-03-16;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;208;27;38;1;3
