Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
2021-04-03;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;111;31;32
2021-04-03;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;64;11;18
2021-04-03;U. Críticas CON respirador;15;NAVARRA;31;Navarra;122;20;55
2021-04-03;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;1;19
2021-04-03;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
2021-04-04;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;397;24;288
2021-04-04;Hospitalización convencional;13;MADRID;28;Madrid;15013;2000;9524
2021-04-04;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;43;3;21
2021-04-04;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;5;17
2021-04-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2021-04-05;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;60;520
2021-04-05;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;276;68;42
2021-04-05;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;17;8;4
2021-04-05;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;125;7;32
2021-04-05;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;62;0;7
2021-04-05;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;10
2021-04-06;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1501;135;1076
2021-04-06;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;3;6
2021-04-06;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;93;17;39
2021-04-06;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2021-04-06;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;8
2021-04-07;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;726;24;566
2021-04-07;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2650;53;1899
2021-04-07;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;210;19;56
2021-04-07;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;1;34
2021-04-08;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2595;126;1642
2021-04-08;Hospitalización convencional;02;ARAGÓN;44;Teruel;404;8;239
2021-04-08;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;3001;231;1987
2021-04-08;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1437;49;970
2021-04-08;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;98;16;44
2021-04-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;132;45;53
2021-04-08;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;29;0;6
2021-04-08;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;278;9;88
2021-04-08;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;0;7
2021-04-08;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;118;1;7
2021-04-08;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2021-04-01;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;28;37
2021-04-01;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;2;20
2021-04-01;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2021-04-02;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2965;218;1652
2021-04-02;Hospitalización convencional;19;MELILLA;52;Melilla;165;27;63
2021-04-02;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;15;19
2021-04-02;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;55;0;9
2021-04-02;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;2
2021-04-02;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;62;0;9
2021-04-02;U. Críticas SIN respirador;12;GALICIA;32;Ourense;40;0;14
2021-04-03;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;2280;71;1402
2021-04-03;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1487;99;772
2021-04-03;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;37;820
2021-04-03;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;138;48;11
2021-04-03;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;2;27
2021-04-03;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0
2021-04-04;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;6;180
2021-04-04;Hospitalización convencional;19;MELILLA;52;Melilla;165;29;60
2021-04-04;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;97;15;27
2021-04-04;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;25;5;6
2021-04-04;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;16;13
2021-04-04;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;36;13;9
2021-04-04;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;19;27
2021-04-04;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;55;0;8
2021-04-05;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1178;93;631
2021-04-05;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;227;19;85
2021-04-05;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;72;14;24
2021-04-05;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;49;19;10
2021-04-06;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;360;16;256
2021-04-06;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2658;51;1901
2021-04-06;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;233;55;63
2021-04-06;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2021-04-06;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;1;20
2021-04-07;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;49;21;11
2021-04-07;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;1;11
2021-04-07;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2021-04-07;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0
2021-04-07;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;8
2021-04-08;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2646;56;1939
2021-04-08;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;28;67
2021-04-08;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;2;36
2021-04-08;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;2;24
2021-04-08;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0
2021-03-07;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;49;20;3
2021-03-07;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0
2021-03-07;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;258;62;116
2021-03-07;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2021-03-08;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;1010;11;563
2021-03-08;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;228;50;74
2021-03-08;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;108;25;49
2021-03-08;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;4;16
2021-03-08;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;44;0;7
2021-03-08;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;0;10
2021-03-09;Hospitalización convencional;03;ASTURIAS;33;Asturias;3172;234;1951
2021-03-09;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1452;59;934
2021-03-09;Hospitalización convencional;12;GALICIA;15;Coruña, A;3234;137;2172
2021-03-09;Hospitalización convencional;15;NAVARRA;31;Navarra;1811;54;1200
2021-03-09;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;639;61;483
2021-03-09;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;25;14;4
2021-03-09;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;19;0;10
2021-03-09;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;51;13;6
2021-03-10;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1305;83;691
2021-03-10;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1500;80;1042
2021-03-10;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;228;49;80
2021-03-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;100;24;28
2021-03-10;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;461;78;182
2021-03-10;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;118;9;49
2021-03-10;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;118;1;13
2021-03-10;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;3;34
2021-03-10;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;9;1
2021-03-10;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;50;4;26
2021-03-11;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2513;109;1850
2021-03-11;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1452;61;899
2021-03-11;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;434;19;243
2021-03-11;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1312;21;869
2021-03-11;Hospitalización convencional;12;GALICIA;15;Coruña, A;3240;117;2212
2021-03-11;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;210;42;40
2021-03-11;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;265;33;79
2021-03-11;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;304;54;92
2021-03-11;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;2;7
2021-03-11;U. Críticas CON respirador;13;MADRID;28;Madrid;1148;466;462
2021-03-11;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;19;0;9
2021-03-11;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
2021-03-12;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3007;61;1926
2021-03-12;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2434;90;1669
2021-03-12;Hospitalización convencional;12;GALICIA;32;Ourense;961;18;672
2021-03-12;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;118;3;9
2021-03-12;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;7;0
2021-03-12;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;51;5;24
2021-03-12;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
2021-03-13;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;395;18;217
2021-03-13;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;1;141
2021-03-13;Hospitalización convencional;14;MURCIA;30;Murcia;3644;91;2156
2021-03-13;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;238;63;57
2021-03-13;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;265;32;70
2021-03-13;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;16;29
2021-03-13;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;898;304;358
2021-03-13;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;320;71;119
2021-03-14;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;711;30;516
2021-03-14;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;307;39;144
2021-03-14;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5060;164;3282
2021-03-14;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;670;28;509
2021-03-14;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;182;49;61
2021-03-14;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;453;70;172
2021-03-14;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;3;38
2021-03-15;Hospitalización convencional;13;MADRID;28;Madrid;15879;1683;11085
2021-03-15;Hospitalización convencional;19;MELILLA;52;Melilla;165;17;83
2021-03-06;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;15;905
2021-03-06;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;100;23;24
2021-03-06;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;92;9;23
2021-03-06;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;2;32
2021-03-06;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;58;6;1
2021-03-06;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;8;0;4
2021-03-06;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;2
2021-03-06;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;48;9;6
2021-03-07;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2956;211;1731
2021-03-07;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;16;204
2021-03-07;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;630;63;470
2021-03-07;Hospitalización convencional;18;CEUTA;51;Ceuta;183;15;58
2021-03-07;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;306;56;91
2021-03-07;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;149;59;44
2021-03-07;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;463;96;160
2021-03-07;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;0;0
2021-03-07;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;5
2021-03-08;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3527;160;2443
2021-03-08;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;1084;67;565
2021-03-08;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;292;54;153
2021-03-08;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;332;85;116
2021-03-08;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;182;26;61
2021-03-08;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2021-03-08;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0
2021-03-08;U. Críticas SIN respirador;14;MURCIA;30;Murcia;183;6;19
2021-03-09;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4027;107;2384
2021-03-09;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;29;5;6
2021-03-09;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;27;26
2021-03-09;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;40;17;11
2021-03-09;U. Críticas CON respirador;15;NAVARRA;31;Navarra;119;17;36
2021-03-09;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0
2021-03-09;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;8
2021-03-10;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;433;20;258
2021-03-10;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1543;73;979
2021-03-10;Hospitalización convencional;13;MADRID;28;Madrid;15815;1686;11424
2021-03-10;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;50;61
2021-03-10;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;148;21;46
2021-03-10;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;3;28
2021-03-10;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;9;0
2021-03-10;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;4;2
2021-03-11;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1555;86;937
2021-03-11;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;27;499
2021-03-11;Hospitalización convencional;15;NAVARRA;31;Navarra;1797;45;1173
2021-03-11;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;670;31;507
2021-03-11;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;283;104;45
2021-03-11;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;118;8;34
2021-03-11;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;50;0;4
2021-03-11;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2021-03-12;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;298;41;155
2021-03-12;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;112;20;43
2021-03-12;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2021-03-13;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;973;22;526
2021-03-13;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2604;45;1859
2021-03-13;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2369;202;1534
2021-03-13;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;1;30
2021-03-13;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;10;0;2
2021-03-13;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;4;8
2021-03-14;Hospitalización convencional;09;CATALUÑA;08;Barcelona;18061;1550;13216
2021-03-14;Hospitalización convencional;09;CATALUÑA;17;Girona;2157;149;1526
2021-03-14;Hospitalización convencional;12;GALICIA;27;Lugo;1124;14;638
2021-03-14;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;98;12;35
2021-03-14;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;122;48;49
2021-03-14;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;282;38;89
2021-03-14;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;118;2;6
2020-09-06;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
2020-09-07;Hospitalización convencional;02;ARAGÓN;22;Huesca;501;37;294
2020-09-07;Hospitalización convencional;13;MADRID;28;Madrid;14005;2224;8867
2020-09-07;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;16
2020-09-07;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;146;55;51
2020-09-07;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;232;58;47
2020-09-07;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2020-09-08;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;874;8;493
2020-09-08;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;674;65;398
2020-09-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;16;3;4
2020-09-08;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2020-09-08;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;0;11
2020-09-08;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;7
2020-09-09;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;27;541
2020-09-09;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;671;105;347
2020-09-09;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;276;34;126
2020-09-09;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;46;12;17
2020-09-09;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;50;1;15
2020-09-09;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0
2020-09-09;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;184;15;125
2020-09-10;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2386;82;1696
2020-09-10;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2072;264;1385
2020-09-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;65;2;22
2020-09-10;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;1
2020-09-11;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2471;129;1306
2020-09-11;Hospitalización convencional;09;CATALUÑA;08;Barcelona;16682;735;11670
2020-09-11;Hospitalización convencional;09;CATALUÑA;17;Girona;2003;59;1397
2020-09-11;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;611;54;404
2020-09-11;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;5;30
2020-09-11;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;4;4
2020-09-11;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;1;17
2020-09-11;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;0;10
2020-09-11;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;4;0
2020-09-12;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;108;5;39
2020-09-12;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;8;50
2020-09-12;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;8
2020-09-12;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;34;Palencia;0;0;0
2020-09-12;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;15;0;0
2020-09-13;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;240;1799
2020-09-13;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;56;206
2020-09-13;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4061;136;2213
2020-09-13;Hospitalización convencional;12;GALICIA;36;Pontevedra;2212;30;1380
2020-09-13;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;74;10;33
2020-09-13;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;101;13;23
2020-09-13;U. Críticas CON respirador;14;MURCIA;30;Murcia;271;48;68
2020-09-13;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;81;2;2
2020-09-13;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;7;1;6
2020-09-13;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;2
2020-09-13;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
2020-09-13;U. Críticas SIN respirador;19;MELILLA;52;Melilla;4;0;3
2020-09-14;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2438;163;1605
2020-09-14;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;911;63;466
2020-09-14;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1298;235;825
2020-09-14;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;64;1017
2020-09-14;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2151;283;1460
2020-09-14;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;16;14
2020-09-14;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;6;1;2
2020-09-14;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;149;50;56
2020-09-14;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;237;64;64
2020-09-14;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;72;8;33
2020-09-14;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;4;0
2020-09-14;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;3;45
2020-09-15;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;60;6;24
2020-09-15;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;1;0
2021-03-15;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;97;16;25
2021-03-15;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;29;4;3
2021-03-15;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;22;27
2021-03-15;U. Críticas CON respirador;09;CATALUÑA;17;Girona;73;29;29
2021-03-15;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;39;20;7
2021-03-15;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;1;6
2021-03-16;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2534;100;1479
2021-03-16;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5060;141;3436
2021-03-16;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;50;0;6
2021-03-17;Hospitalización convencional;09;CATALUÑA;25;Lleida;1053;64;720
2021-03-17;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1336;20;838
2021-03-17;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;0;22
2021-03-17;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;1;1
2021-03-17;U. Críticas SIN respirador;12;GALICIA;32;Ourense;39;0;6
2021-03-17;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2021-03-18;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3018;161;2010
2021-03-18;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;739;27;580
2021-03-18;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;10;209
2021-03-18;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;111;21;34
2021-03-18;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;1;9
2021-03-18;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;0
2021-03-18;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
2021-03-19;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2972;161;1746
2021-03-19;Hospitalización convencional;09;CATALUÑA;25;Lleida;1050;64;709
2021-03-19;Hospitalización convencional;12;GALICIA;27;Lugo;1124;7;559
2021-03-19;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;137;46;53
2021-03-19;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;11;4
2021-03-19;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2021-03-19;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
2021-03-20;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4025;52;2124
2021-03-20;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;111;22;35
2021-03-20;U. Críticas CON respirador;15;NAVARRA;31;Navarra;115;16;48
2021-03-20;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;1;0
2021-03-20;U. Críticas SIN respirador;13;MADRID;28;Madrid;128;0;19
2021-03-20;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;0
